.EnumPublicSealedvaStIcHi4vUnique;NameplateMode;0
.EnumPublicSealedvaStNu3vUnique;Discord.LobbySearchCast;30
.EnumPublicSealedvaStNuSe4vUnique;InputPopupType;0
.EnumPublicSealedvaStTuHoTu5vUnique;VRMovementEnum;0
.EnumPublicSealedvaTaTiNo4vUnique;VRC.UI.SearchOption;0
.EnumPublicSealedvaTRQU3vUnique;Oculus.Spatializer.Propagation.FaceType;30
.EnumPublicSealedvaUs2vUnique;Discord.ImageType;20
.EnumPublicSealedvaUSJaEu5vUSUnique;RegionEnum;0
.EnumPublicSealedvaViImDa4vUnique;UrlTypeEnum;0
.EnumPublicSealedvaVoAuRe4vUnique;FragLabs.Audio.Codecs.Opus.Application;40
.EnumPublicSealedvaVoPu3vUnique;Discord.InputModeType;30
.EnumPublicSealedvaVuSoSnShSeRaPlLiPlUnique;F3DFXType;130
.EnumPublicSealedvaCrDeUpIn5vUnique;UserCameraIndicatorEventType;0
.EventArgsPublicRaUnique;CollisionInfo;2
.EventSystemPublicEvObFiPrFiUnique;VRTK.VRTK_EventSystem;72
.ExceptionPublicObUnique;Discord.ResultException;0
.GraphicPublicInBoTeInseInTeTeUnique;VRTK.UICircle;137
.GraphicRaycasterPublicCaVeSiLi1RaCaUnique;VRTK.VRTK_UIGraphicRaycaster;-33
.HeaderElementContentView1ObfPublic1LiOb1InUnique;VRC.UI.Elements.Menus.GalleryUIColorPalettesView;36
.HeaderElementContentView1ObfPublicObmo1LiIn1ObUnique;VRC.UI.Elements.Menus.GalleryEmojisView;26
.ImagePublicOnVoVeRaBoCaVeVoUnique;VRC.UI.ImageEx;0
.ImagePublicOnVoVeRaVoBoCaVeUnique;VRC.UI.ImageEx;0
.ImagePublicRaBoVeCaOnVoVeVoUnique;VRC.UI.ImageEx;7
.ImagePublicRaBoVeCaVoOnVoVeUnique;VRC.UI.ImageEx;0
.ImagePublicVoOnVeVoRaBoCaVeUnique;VRC.UI.ImageEx;0
.ImagePublicVoRaBoVeCaOnVoVeUnique;VRC.UI.ImageEx;0
.InputFieldPublicIPointerDownHandlerIEventSystemHandlerIn_m_sIn_m_vSiInHoObUnique;UIWidgets.Spinner;215
.InputFieldPublicUnique;PermanentInput;6
.InputSystemUIInputModulePublicUnique;VRCBobtailInputModule;17
.InterfacePrivateAbstractBoObVoBoObByInInVoUnique;Unity.IO.Compression.IFileFormatReader;37
.InterfacePrivateAbstractByVoInByInByUnique;Unity.IO.Compression.IFileFormatWriter;42
.InterfacePrivateAbstractIDisposableBoVoByInObInByBoInByUnique;Unity.IO.Compression.IDeflater;78
.InterfacePublicAbstractBoObTeBoUnique;IActionMemory;4
.InterfacePublicAbstractBoSiVoBoSiUnique;VRC.Core.IUnityCountdownTimer;3
.InterfacePublicAbstractBoSt1StLoCoStLi1ObUnique;IUser;0
.InterfacePublicAbstractBoVoBoSiSiUnique;RenderHeads.Media.AVProVideo.IMediaControl;5
.InterfacePublicAbstractDoBoInByBoVoInDoObByUnique;IEvent;18
.InterfacePublicAbstractIDictionaryICollectionIEnumerableObGeIDVoInReObgeVoInUnique;LitJson.IOrderedDictionary;25
.InterfacePublicAbstractIDisposableUnique;IActionMenuInput;-35
.InterfacePublicAbstractIEquatable1ObfBoStInStLiInBo1StObUnique;IGroup;0
.InterfacePublicAbstractStObGaInObVoStObVoGaUnique;ICamera;0
.InterfacePublicAbstractInObVoObSiInObObUnique;VRC.Networking.Pose.IPoseCodec;18
.InterfacePublicAbstractObBoInBoVoObInSiBoStUnique;VRC.Networking.IVRC_FlatBufferSerializer;33
.InterfacePublicAbstractObBoInSt1BoOb1InStUnique;IPlayer;0
.InterfacePublicAbstractObVoInObOb0;FlatBuffers.IFlatbufferObject;6
.InterfacePublicAbstractOnVoLiOnVo1ObVoLi1Unique;Photon.Realtime.ILobbyCallbacks;35
.InterfacePublicAbstractSigeSiUnique;InterfacePublicAbstractSigeSiUnique;6
.InterfacePublicAbstractSiInVoBoInSiStInUnique;RenderHeads.Media.AVProVideo.IMediaInfo;-16
.InterfacePublicAbstractSiVoSiObVoSiUnique;VRC.Networking.Tween.ITimedValue;7
.InterfacePublicAbstractStBoStObBoLiSt1BoDaUnique;IAvatar;0
.InterfacePublicAbstractStBoVoStVoBoStVoBoStUnique;UIWidgets.ITemplatable;14
.InterfacePublicAbstractAc1Di2ObBoStInStObUnique;IWorld;0
.InterfacePublicAbstractVoEvUnique;Photon.Realtime.IOnEventCallback;4
.InterfacePublicAbstractVoLi1ObOnInVoStVoOnUnique;Photon.Realtime.IMatchmakingCallbacks;57
.InterfacePublicAbstractVoObByObInSiObByInSiUnique;MoPhoGames.USpeak.Codec.ICodec;129
.InterfacePublicAbstractVoObHaVoObOnHaVoObVoUnique;Photon.Realtime.IInRoomCallbacks;25
.InterfacePublicAbstractVoOnObVoDiObOn2VoStUnique;Photon.Realtime.IConnectionCallbacks;38
.InterfacePublicAbstractVoOpUnique;Photon.Realtime.IWebRpcCallback;4
.ListContentView`11PublicGanoObicnoObSt1LiObUnique;VRC.UI.Elements.Groups.GroupGalleryPanel;121
.ListContentView`11PublicGanoTMObnoicSt1ObLiUnique;VRC.UI.Elements.Groups.GroupGalleryPanel;161
.ListContentView`11PublicOb_m1Li1ObUnique;VRC.UI.Elements.Menus.LocalPhotosTab;119
.ListContentView1TPublicAbstractGa_h_lGaUnique`1;VRC.UI.Elements.Menus.GroupedListContentView`1;47
.MainMenuAvatars.EnumNPublicSealedvaReAuFaVROtVRFa11VRUnique;ListType;0
.MaskableGraphicPublicSiTeSi_tSiTeSiTeSiUnique;PedalGraphic;54
.MaskableGraphicPublicSiUnique;CullDisableBox;-42
.MaskableGraphicPublicSp_sObBoShUISiShBoyOUnique;ImageThreeSlice;69
.MonoBehaviour1PrivateAnBoAn1ObSi1ObBoObUnique;SyncAnimation;74
.MonoBehaviour1PrivateBoUdOb1DiObBo2InObUnique;VRC.Networking.UdonSync;0
.MonoBehaviour1PrivateBoUdOb1ObBoObBoObBoUnique;VRC.Networking.UdonSync;175
.MonoBehaviour1PrivateHa1ObVeObBoVeSyBo_sUnique;VRC.Networking.FlatBufferNetworkSerializer;720
.MonoBehaviour1Public0Bo080BoSt80VeBoAxUnique;VRCInputProcessorTouch;148
.MonoBehaviour1Public0Bo080BoSt80VoBoSi0;VRCInputProcessorHPMotion;0
.MonoBehaviour1Public0Bo080BoSt80VoBoSi1;VRCInputProcessorTouch;0
.MonoBehaviour1Public1ObDaOb1InAPInNo1Unique;VRC.UIManager.QueueManager;246
.MonoBehaviour1Public24Vo66VoSt66Vo66Vo66Unique;ViewPhotoModal;0
.MonoBehaviour1Public33SiStVoUpBoVoBoVoBoUnique;PedalControl_Radial;12
.MonoBehaviour1Public33SiUpVoBoVoStBoVoBoUnique;ExpressionControl_Radial;9
.MonoBehaviour1Public33Vo33StVo33Vo33Vo33Unique;VRC.UI.Elements.Groups.GroupsLocationFilterSelectionToggle;16
.MonoBehaviour1Public47Ga16Vo10TeOnObVoGaUnique;VRC.UI.Elements.Invites.GalleryMenu;34
.MonoBehaviour1Public5064VoStBoVoVoVoVoVoUnique;ExpressionControl_SubMenu;11
.MonoBehaviour1Public5388AwVoFiVoVoVoVoVoUnique;UIInputController;15
.MonoBehaviour1Public53VoFiVoAwVoVoVoVoVoUnique;ImmobileInputController;13
.MonoBehaviour1Public6St6VoOnVo101ILVoUnique;VRC.UI.Elements.Wings.FriendsWingFiltersMenu;104
.MonoBehaviour1Public6Vo610Vo1ILStLoOnUnique;FriendsFilterWing;0
.MonoBehaviour1Public80Bo80StBoSi80VoBoDiUnique;VRCInputProcessorKeyboard;66
.MonoBehaviour1Public80Bo80StBoVo80DiBo2Unique;VRCInputProcessorTouchscreen;28
.MonoBehaviour1Public80Bo80StBoVo80DiBoVo0;VRCInputProcessorGaze;28
.MonoBehaviour1Public82BuGr123Bo10IL173Unique;ConfirmListDialogModal;0
.MonoBehaviour1Public90Ga16Ob16GaVoOb58VoUnique;GalleryPage;0
.MonoBehaviour1Public90Ga16ObGaVoOb16OnGaUnique;AddMessageModal;0
.MonoBehaviour1Public98BuGr123Bo10IL173Unique;VRC.UI.Elements.Menus.ModalListDialog;57
.MonoBehaviour1Public98BuGr7623Bo101IL73Unique;VRC.UI.Elements.Menus.ModalGridDialog;69
.MonoBehaviour1PublicAbstractBoJoJoUnique;VRTK.GrabAttachMechanics.VRTK_BaseJointGrabAttach;62
.MonoBehaviour1PublicAbstractLi1ObSiUnique;VRCUiPageTabGroup;23
.MonoBehaviour1PublicAbstractIVRCInteractableObDi2UIVRObUdVRCuVeUnique;VRC_StationInternal;0
.MonoBehaviourPublicObBo_iCo_dBoObUnique;HighlightsFX;47
.MonoBehaviour1PublicAbstractObUnique;PedalOption_AbstractCloseableDecorator;3
.MonoBehaviour1PublicAbstractRiBoRiGaUnique;VRTK.Controllables.PhysicsBased.VRTK_BasePhysicsControllable;43
.MonoBehaviour1PublicAbstractSiBuSiGaBoSiGaLi1SiUnique;VRCUiPageLegal;78
.MonoBehaviour1PublicAbstractTUnique`1;VRC.UI.Elements.Buttons.DataContextClickAction`1;23
.MonoBehaviour1PublicAbstractUnique;VRCNetworkGUI;376
.MonoBehaviour1PublicAc1BoSiBoNuSiUn1ObUnique;VRCFlowManager;1122
.MonoBehaviour1PublicAcBoAcHaBo1AcInFu2Unique;AvatarVariablesController;391
.MonoBehaviour1PublicAnObEyLoTrStObBoSiBoUnique;EyeLookController;363
.MonoBehaviour1PublicApRaApTeTeUnique;VRCUiBlueprint;46
.MonoBehaviour1PublicAu_s_nAuOb_mUnique;ChatBubbleDisplay;48
.MonoBehaviour1PublicAuSiBoSiObAuBoSiObAuUnique;VRTK.VRTK_InteractHaptics;179
.MonoBehaviour1PublicBo_fScLaVeGrObReLaBoUnique;VRC.DataModel.Binding.MaskedListBinding;153
.MonoBehaviour1PublicBo_fScLaVeGrObReLaBoUnique;VRC.UI.Elements.Controls.SearchResultList;0
.MonoBehaviour1PublicBo57VoBo57Vo57VoBo57Unique;VRC.UI.Elements.Menus.UserCameraMenu;19
.MonoBehaviour1PublicBo80BoSi80StBoSiVo800;VRCInputProcessorViveAdvanced;97
.MonoBehaviour1PublicBo80BoSi80StBoSiVo801;VRCInputProcessorVive;0
.MonoBehaviour1PublicBoDi2StObSiStDi2BoUnique;VRCInputProcessorOsc;191
.MonoBehaviour1PublicBoGaBoSiInSiObRiSiObUnique;VRTK.VRTK_BodyPhysics;602
.MonoBehaviour1PublicBoInBoObInStBoObInBoUnique;VRCInputProcessorOpenXR;477
.MonoBehaviour1PublicBoLoUnique;PedalOption_QuickMenuInfo;11
.MonoBehaviour1PublicBoMeVRTeInNuInBo1DoUnique;SyncVideoStream;435
.MonoBehaviour1PublicBoObBoUnique;VRTK.VRTK_HeightAdjustTeleport;44
.MonoBehaviour1PublicBoObCoObImLiObReMaObUnique;VRCHoloportCursor;0
.MonoBehaviour1PublicBoObCoObImLiObReMaSiUnique;VRCSpaceUiPointer;124
.MonoBehaviour1PublicBoObSiObBoStSiObBoSiUnique;VRCInputProcessorQuestHands;87
.MonoBehaviour1PublicBoRaGaObGaBuObToGaBuUnique;VRC.UI.Elements.Menus.SelectedUserMenuQM;0
.MonoBehaviour1PublicBoSiBoSiSiSiSiSiSiSiUnique;CC_AnalogTV;64
.MonoBehaviour1PublicBoSiInSiBoInSiSiSiSiUnique;CC_Levels;80
.MonoBehaviour1PublicBoSiLi1StObLi1VeObUnique;DebugTextGUI;95
.MonoBehaviour1PublicBoTrObTrVeObTrUnique;MeatHook;45
.MonoBehaviour1PublicBoVeObVeInTeCaSiBoSiUnique;CC_Glitch;106
.MonoBehaviour1PublicBoViVRTeInNuInBo1DoUnique;SyncVideoPlayer;387
.MonoBehaviour1PublicBoVoStUpVoBoVoBoVoVoUnique;ExpressionControl_Toggle;10
.MonoBehaviour1PublicBoVoUpOnVoBoVoBoVoBoUnique;ExpressionControl_Button;17
.MonoBehaviour1PublicBoVoVoUnique;VRTK.GrabAttachMechanics.VRTK_ClimbableGrabAttach;3
.MonoBehaviour1PublicBublreBuvidiviGaBuskUnique;VRC.UI.Elements.Menus.NotificationMoreActionsModal;94
.MonoBehaviour1PublicBucoTerecoTeUnique;VRCUiPageRegisterInterest;30
.MonoBehaviour1PublicBuExStVoVoVoVoVoVoVo1;GeneralSettingsPage;0
.MonoBehaviour1PublicBuExStVoVoVoVoVoVoVoUnique;GeneralSettingsPage;0
.MonoBehaviour1PublicBuExTaBuToEnIcBuEnGaUnique;CameraMenu;204
.MonoBehaviour1PublicBuExVoStVoVoVoVoVoVo0;VRC.UI.Elements.AudioSettingsPage;0
.MonoBehaviour1PublicBuExVoStVoVoVoVoVoVo1;GeneralSettingsPage;0
.MonoBehaviour1PublicBuGaBu_bGa_eBuStGaBuUnique;VRC.UI.Elements.Menus.LaunchpadQMMenu;0
.MonoBehaviour1PublicBuGaBu_bGaLoBuGaLoBuUnique;VRC.UI.Elements.Menus.MainMenuContent;0
.MonoBehaviour1PublicBuGaBu_bGaStBuGaStBuUnique;VRC.UI.Elements.Menus.LaunchPadQMMenu;0
.MonoBehaviour1PublicBuGaBuObBoBuGaOb_hBuUnique;VRC.UI.Elements.Menus.HereMenu;66
.MonoBehaviour1PublicBuGaBusunoBuGasuinnoUnique;VRC.UI.Elements.Menus.MainMenuVRCPlusSubscriptionsPage;337
.MonoBehaviour1PublicBujocrBuStObjoStcrgrUnique;VRC.UI.Elements.Groups.GroupsLandingPage;138
.MonoBehaviour1PublicBuObBuGaBoBuObGa_hBuUnique;MenuHerePage;0
.MonoBehaviour1PublicBuObGaBuObObObUnique;QMNotificationsMenu;0
.MonoBehaviour1PublicBuObGaBuTeObObUnique;VRC.UI.Elements.Menus.QMNotificationsMenu;31
.MonoBehaviour1PublicBuObGaObScGaObGaObObUnique;VRC.UI.Elements.Menus.ReportHereMenu;58
.MonoBehaviour1PublicBureGaloObgrshOb_sshUnique;VRC.UI.Elements.Groups.GroupInfoPanel;130
.MonoBehaviour1PublicBureGaloTMgrObshOb_sUnique;VRC.UI.Elements.Groups.GroupInfoPanel;124
.MonoBehaviour1PublicBuseObgrObgrObgrObgrUnique;VRC.UI.Elements.Menus.MainMenuGroupsPage;131
.MonoBehaviour1PublicBuTeBuOb_mGaBu_f_mObUnique;VRC.UI.Elements.Worlds.WorldsMenu;208
.MonoBehaviour1PublicBuToBuToUnique;VRC.UI.Elements.Menus.DevMenu;0
.MonoBehaviour1PublicBuToBuToUnique;VRC.UI.Elements.Menus.DevMenu;19
.MonoBehaviour1PublicCoInUnique;CC_WhiteBalance;41
.MonoBehaviour1PublicCoObCoGaBoCoObGaCoObUnique;VRTK.VRTK_InteractObjectHighlighter;121
.MonoBehaviour1PublicCoSiUnique;CC_PhotoFilter;46
.MonoBehaviour1PublicCuBoCuUnique;VRC.UI.Client.Emoji.PedalOption_CustomEmoji;19
.MonoBehaviour1PublicDi2StObIEDi2StOb1Unique;InstanceMessageManager;0
.MonoBehaviour1PublicDi2StVaTr2ObTrObObUnique;VRC.DataModel.Binding.GroupedListBinding;488
.MonoBehaviour1PublicGa_b_lGaBu_bcrGaUnique;VRC.UI.Elements.Menus.ImageDetailsMenu;47
.MonoBehaviour1PublicGa_c_nGaObBoObBoObGaUnique;VRC.UI.Elements.Controls.SidebarListItem;0
.MonoBehaviour1PublicGa_cBu_vObCa_v_eSt_dUnique;VRC.UI.Element.CollapsibleSettingsSection;68
.MonoBehaviour1PublicGa_cRa_wBo_fSi_t_lRaUnique;FlatLoadingOverlay;83
.MonoBehaviour1PublicGa_n_sGaUnique;VRCUiPageTutorial;48
.MonoBehaviour1PublicGa_pBoGa_p_sUnique;VRC.UI.Elements.Menus.SocialCategoryUserContent;148
.MonoBehaviour1PublicGa_pObGa_p_wBoOb_wshUnique;VRC.UI.Elements.Menus.SocialCategoryUserPerInstanceContent;168
.MonoBehaviour1PublicGaBoGaUnique;VRCCapturePanorama;69
.MonoBehaviour1PublicGaBoLi1NoObSoSoUnique;UiNotificationList;146
.MonoBehaviour1PublicGaObBoGaSiRiGaSiFiRiUnique;VRTK.VRTK_Drawer;51
.MonoBehaviour1PublicGaObCoSiCoBoSiRiObVeUnique;VRTK.VRTK_Slider;97
.MonoBehaviour1PublicGaObobBoSiBoDiSiOb2Unique;VRTK.VRTK_InteractObjectAppearance;364
.MonoBehaviour1PublicGaObSiBoSiObQuVeSiObUnique;VRTK.VRTK_Knob;27
.MonoBehaviour1PublicGaObSiBoSiQuBoRiSiHiUnique;VRTK.VRTK_Wheel;75
.MonoBehaviour1PublicGaObSiHiSiBoRiSiSiSiUnique;VRTK.VRTK_Lever;61
.MonoBehaviour1PublicGaObSiVeSiObRiVeCoObUnique;VRTK.VRTK_Button;74
.MonoBehaviour1PublicGaReBuGaReExLeGaReBuUnique;VRC.UI.Elements.Controls.QM.VRCPlus;0
.MonoBehaviour1PublicGaTrGaBoObGaBoCoObRiUnique;VRTK.VRTK_DestinationPoint;162
.MonoBehaviour1PublicGaTrGaUITrCoGaTrGaTrUnique;VRCTrackingWave;52
.MonoBehaviour1PublicGaTrGaVeBoGaTrCoBoSiUnique;VRCVrCameraUnity;93
.MonoBehaviour1PublicGaUnique;SimpleListBinding;148
.MonoBehaviour1PublicIE1CoBoUnique;VRC.UI.Client.ContentWebSocketHandler;20
.MonoBehaviour1PublicIm_rUnique;VRC.UI.Elements.Controls.ImageRadioButtonSelector;46
.MonoBehaviour1PublicImObSiVeUnique;VRCMouseCursor;37
.MonoBehaviour1PublicImReMaCoSiCoVeBoSiObUnique;VRCSpaceUiCursor;82
.MonoBehaviour1PublicIn1ObAnObTrHuObSiHuUnique;VRC.Networking.Pose.PoseRecorder;81
.MonoBehaviour1PublicInCaUnique;CC_Kuwahara;74
.MonoBehaviour1PublicInOb_tBu_c_sOb_cTM_dUnique;VRC.UI.Elements.Menus.ModalPagedContentList;91
.MonoBehaviour1PublicInVeInInUnique;CC_ChannelSwapper;86
.MonoBehaviour1PublicInVoReOnReVoReVoReVoUnique;CC_Posterize;44
.MonoBehaviour1PublicInVoVoUnique;VRC.UI.Elements.Groups.InstanceFilterSelectionToggle;3
.MonoBehaviour1PublicIVRC_DestructibleVRSiObSiCoTrGaTrVRBoUnique;VRC_DestructiblePlayer;144
.MonoBehaviour1PublicKe_cObBoObBoObUnique;VRC.UI.Elements.Menus.KeyboardInputModal;185
.MonoBehaviour1PublicKe_cObInObBoObBoUnique;VRC.UI.Elements.Controls.PopupKeyboard;0
.MonoBehaviour1PublicKeStKeObStBoKeObStBoUnique;VRCInputProcessorController;71
.MonoBehaviour1PublicLa1ImHu1BoObGaAnObUnique;VRC_AnimationController;277
.MonoBehaviour1PublicLi1ObBoIR1ObUnique;VRC.UI.Element.SettingsCategory;103
.MonoBehaviour1PublicLi1ObGaLi1CoCoCoUnique;VRTK.VRTK_IgnoreInteractTouchColliders;85
.MonoBehaviour1PublicLi1VRObBoByLi1ObByUnique;VRC.Dynamics.PhysBoneRecorder;172
.MonoBehaviour1PublicLiObCoSiCoObGrSiObGrUnique;VRC.UI.Client.SpaceUICursor;62
.MonoBehaviour1PublicLoBoUnique;PedalOption_OscActive;26
.MonoBehaviour1PublicLoImObSiObInLiIn1GaUnique;VRCUiPageLoading;159
.MonoBehaviour1PublicLoLoLoUnique;VRC.UI.Elements.Buttons.RenewVRCPlusButton;0
.MonoBehaviour1PublicLoObLoTeBuLoTeBoObCoUnique;AvatarDetailsPage;0
.MonoBehaviour1PublicLoTeBoVoTeLoUnique;UIWidgets.CenteredSlider;-29
.MonoBehaviour1PublicLoVoBoVoOnLoStVoVoVoUnique;AnimationControl_RadialPuppet;-16
.MonoBehaviour1PublicMa_pObVeBoAcQuBoVeTrUnique;VRC.UI.Elements.MainMenuPlacementController;113
.MonoBehaviour1PublicOb_cBo_uObUnique;VRC.UI.Elements.Search.DoubleClickQuickSearch;26
.MonoBehaviour1PublicOb_hOb_r_s_cOb_sGa_nUnique;VRC.UI.Elements.Menus.SettingsPage;101
.MonoBehaviour1PublicOb_mTrTrObUnique;VRTK.VRTK_TransformFollow;68
